,no,time,num
0,1,2020-06-02,3063
1,2,2020-06-03,3123
2,3,2020-06-04,3199
3,4,2020-06-05,3272
4,5,2020-06-06,3357
5,6,2020-06-07,3425
6,7,2020-06-08,3501
7,8,2020-06-09,3561
8,9,2020-06-10,3619
9,10,2020-06-11,3690
10,11,2020-06-12,3769
11,12,2020-06-13,3839
12,13,2020-06-14,3922
13,14,2020-06-15,3994
14,15,2020-06-16,4058
15,16,2020-06-17,4118
16,17,2020-06-18,4181
17,18,2020-06-19,4256
18,19,2020-06-20,4333
19,20,2020-06-21,4403
20,21,2020-06-22,4482
21,22,2020-06-23,4550
22,23,2020-06-24,4607
23,24,2020-06-25,4673
24,25,2020-06-26,4747
25,26,2020-06-27,4817
26,27,2020-06-28,4882
27,28,2020-06-29,4958
28,29,2020-06-30,5021
29,30,2020-07-01,5080
30,31,2020-07-02,5138
31,32,2020-07-03,5193
32,33,2020-07-04,5243
33,34,2020-07-05,5294
34,35,2020-07-06,5340
35,36,2020-07-07,5383
36,37,2020-07-08,5422
37,38,2020-07-09,5466
38,39,2020-07-10,5514
39,40,2020-07-11,5560
40,41,2020-07-12,5600
41,42,2020-07-13,5634
42,43,2020-07-14,5666
43,44,2020-07-15,5701
44,45,2020-07-16,5734
45,46,2020-07-17,5765
46,47,2020-07-18,5799
47,48,2020-07-19,5828
48,49,2020-07-20,5861
49,50,2020-07-21,5893
50,51,2020-07-22,5921
51,52,2020-07-23,5957
52,53,2020-07-24,5991
53,54,2020-07-25,6026
54,55,2020-07-26,6056
55,56,2020-07-27,6087
56,57,2020-07-28,6116
57,58,2020-07-29,6137
58,59,2020-07-30,6162
59,60,2020-07-31,6189
60,61,2020-08-01,6215
61,62,2020-08-02,6240
62,63,2020-08-03,6270
63,64,2020-08-04,6294
64,65,2020-08-05,6316
65,66,2020-08-06,6345
66,67,2020-08-07,6372
67,68,2020-08-08,6404
68,69,2020-08-09,6433
69,70,2020-08-10,6459
70,71,2020-08-11,6483
71,72,2020-08-12,6514
72,73,2020-08-13,6548
