,no,time,num
0,1,2020-01-28,8
1,2,2020-01-29,8
2,3,2020-01-30,8
3,4,2020-01-31,9
4,5,2020-02-01,10
5,6,2020-02-02,12
6,7,2020-02-03,13
7,8,2020-02-04,13
8,9,2020-02-05,14
9,10,2020-02-06,14
10,11,2020-02-07,14
11,12,2020-02-08,16
12,13,2020-02-09,16
13,14,2020-02-10,16
14,15,2020-02-11,16
15,16,2020-02-12,16
16,17,2020-02-13,17
17,18,2020-02-14,17
18,19,2020-02-15,17
19,20,2020-02-16,17
20,21,2020-02-17,17
21,22,2020-02-18,17
22,23,2020-02-19,17
23,24,2020-02-20,17
24,25,2020-02-21,17
25,26,2020-02-22,17
26,27,2020-02-23,17
27,28,2020-02-24,17
28,29,2020-02-25,17
29,30,2020-02-26,17
30,31,2020-02-27,17
31,32,2020-02-28,17
32,33,2020-02-29,17
33,34,2020-03-01,17
34,35,2020-03-02,17
35,36,2020-03-03,17
36,37,2020-03-04,17
37,38,2020-03-05,17
38,39,2020-03-06,17
39,40,2020-03-07,17
40,41,2020-03-08,17
41,42,2020-03-09,17
42,43,2020-03-10,17
43,44,2020-03-11,17
44,45,2020-03-12,17
