,no,time,num
0,1,2020-06-02,3005
1,2,2020-06-03,3055
2,3,2020-06-04,3104
3,4,2020-06-05,3151
4,5,2020-06-06,3197
5,6,2020-06-07,3241
6,7,2020-06-08,3283
7,8,2020-06-09,3324
8,9,2020-06-10,3364
9,10,2020-06-11,3403
10,11,2020-06-12,3440
11,12,2020-06-13,3477
12,13,2020-06-14,3513
13,14,2020-06-15,3547
14,15,2020-06-16,3581
15,16,2020-06-17,3613
16,17,2020-06-18,3645
17,18,2020-06-19,3676
18,19,2020-06-20,3706
19,20,2020-06-21,3737
20,21,2020-06-22,3768
21,22,2020-06-23,3798
22,23,2020-06-24,3826
23,24,2020-06-25,3854
24,25,2020-06-26,3883
25,26,2020-06-27,3910
26,27,2020-06-28,3935
27,28,2020-06-29,3960
28,29,2020-06-30,3984
29,30,2020-07-01,4006
30,31,2020-07-02,4028
31,32,2020-07-03,4049
32,33,2020-07-04,4070
33,34,2020-07-05,4092
34,35,2020-07-06,4114
35,36,2020-07-07,4135
36,37,2020-07-08,4155
37,38,2020-07-09,4175
38,39,2020-07-10,4193
39,40,2020-07-11,4209
40,41,2020-07-12,4224
41,42,2020-07-13,4240
42,43,2020-07-14,4256
43,44,2020-07-15,4271
44,45,2020-07-16,4287
45,46,2020-07-17,4303
46,47,2020-07-18,4320
47,48,2020-07-19,4337
48,49,2020-07-20,4353
49,50,2020-07-21,4369
50,51,2020-07-22,4384
51,52,2020-07-23,4399
52,53,2020-07-24,4415
53,54,2020-07-25,4431
54,55,2020-07-26,4448
55,56,2020-07-27,4465
56,57,2020-07-28,4483
57,58,2020-07-29,4501
58,59,2020-07-30,4517
59,60,2020-07-31,4531
60,61,2020-08-01,4544
61,62,2020-08-02,4557
62,63,2020-08-03,4568
63,64,2020-08-04,4578
64,65,2020-08-05,4587
65,66,2020-08-06,4596
66,67,2020-08-07,4604
67,68,2020-08-08,4611
68,69,2020-08-09,4618
69,70,2020-08-10,4624
70,71,2020-08-11,4630
71,72,2020-08-12,4635
72,73,2020-08-13,4642
73,74,2020-08-14,4650
74,75,2020-08-15,4659
75,76,2020-08-16,4669
76,77,2020-08-17,4679
77,78,2020-08-18,4690
78,79,2020-08-19,4700
79,80,2020-08-20,4712
80,81,2020-08-21,4725
81,82,2020-08-22,4740
82,83,2020-08-23,4755
83,84,2020-08-24,4771
84,85,2020-08-25,4787
85,86,2020-08-26,4804
86,87,2020-08-27,4821
87,88,2020-08-28,4840
88,89,2020-08-29,4860
89,90,2020-08-30,4880
90,91,2020-08-31,4901
91,92,2020-09-01,4922
92,93,2020-09-02,4943
93,94,2020-09-03,4966
94,95,2020-09-04,4989
95,96,2020-09-05,5013
96,97,2020-09-06,5037
97,98,2020-09-07,5062
98,99,2020-09-08,5087
99,100,2020-09-09,5111
100,101,2020-09-10,5137
101,102,2020-09-11,5163
102,103,2020-09-12,5191
103,104,2020-09-13,5220
104,105,2020-09-14,5250
105,106,2020-09-15,5280
106,107,2020-09-16,5311
107,108,2020-09-17,5343
108,109,2020-09-18,5375
109,110,2020-09-19,5408
110,111,2020-09-20,5440
111,112,2020-09-21,5474
112,113,2020-09-22,5508
113,114,2020-09-23,5541
114,115,2020-09-24,5575
115,116,2020-09-25,5609
116,117,2020-09-26,5644
117,118,2020-09-27,5679
118,119,2020-09-28,5715
119,120,2020-09-29,5750
120,121,2020-09-30,5785
121,122,2020-10-01,5819
122,123,2020-10-02,5853
123,124,2020-10-03,5888
124,125,2020-10-04,5924
125,126,2020-10-05,5960
126,127,2020-10-06,5995
127,128,2020-10-07,6030
128,129,2020-10-08,6067
129,130,2020-10-09,6104
130,131,2020-10-10,6142
131,132,2020-10-11,6180
132,133,2020-10-12,6220
133,134,2020-10-13,6259
134,135,2020-10-14,6298
135,136,2020-10-15,6338
136,137,2020-10-16,6378
137,138,2020-10-17,6420
138,139,2020-10-18,6463
139,140,2020-10-19,6508
140,141,2020-10-20,6554
141,142,2020-10-21,6602
142,143,2020-10-22,6651
143,144,2020-10-23,6701
144,145,2020-10-24,6753
145,146,2020-10-25,6807
146,147,2020-10-26,6862
147,148,2020-10-27,6918
148,149,2020-10-28,6974
149,150,2020-10-29,7032
150,151,2020-10-30,7091
151,152,2020-10-31,7152
152,153,2020-11-01,7215
153,154,2020-11-02,7279
154,155,2020-11-03,7345
155,156,2020-11-04,7411
156,157,2020-11-05,7478
157,158,2020-11-06,7547
158,159,2020-11-07,7617
159,160,2020-11-08,7686
160,161,2020-11-09,7756
161,162,2020-11-10,7825
162,163,2020-11-11,7894
163,164,2020-11-12,7964
164,165,2020-11-13,8035
165,166,2020-11-14,8105
166,167,2020-11-15,8175
167,168,2020-11-16,8246
