,no,time,num
0,1,2020-06-02,80
1,2,2020-06-03,81
2,3,2020-06-04,87
3,4,2020-06-05,91
4,5,2020-06-06,97
5,6,2020-06-07,102
6,7,2020-06-08,106
7,8,2020-06-09,106
8,9,2020-06-10,110
9,10,2020-06-11,112
10,11,2020-06-12,114
11,12,2020-06-13,120
12,13,2020-06-14,129
13,14,2020-06-15,129
14,15,2020-06-16,129
15,16,2020-06-17,129
16,17,2020-06-18,129
17,18,2020-06-19,129
18,19,2020-06-20,130
19,20,2020-06-21,132
20,21,2020-06-22,133
21,22,2020-06-23,133
22,23,2020-06-24,134
23,24,2020-06-25,135
24,25,2020-06-26,135
25,26,2020-06-27,136
26,27,2020-06-28,138
27,28,2020-06-29,138
28,29,2020-06-30,138
29,30,2020-07-01,138
30,31,2020-07-02,138
31,32,2020-07-03,138
32,33,2020-07-04,139
33,34,2020-07-05,139
34,35,2020-07-06,139
35,36,2020-07-07,140
36,37,2020-07-08,141
37,38,2020-07-09,142
38,39,2020-07-10,143
39,40,2020-07-11,144
40,41,2020-07-12,144
41,42,2020-07-13,144
42,43,2020-07-14,144
43,44,2020-07-15,144
44,45,2020-07-16,145
45,46,2020-07-17,146
46,47,2020-07-18,146
47,48,2020-07-19,146
48,49,2020-07-20,146
49,50,2020-07-21,148
50,51,2020-07-22,148
51,52,2020-07-23,148
52,53,2020-07-24,150
53,54,2020-07-25,150
54,55,2020-07-26,151
55,56,2020-07-27,151
56,57,2020-07-28,152
57,58,2020-07-29,152
58,59,2020-07-30,152
59,60,2020-07-31,152
60,61,2020-08-01,152
61,62,2020-08-02,152
62,63,2020-08-03,154
63,64,2020-08-04,154
64,65,2020-08-05,154
65,66,2020-08-06,154
66,67,2020-08-07,157
67,68,2020-08-08,159
68,69,2020-08-09,160
69,70,2020-08-10,162
70,71,2020-08-11,162
71,72,2020-08-12,162
72,73,2020-08-13,162
73,74,2020-08-14,162
74,75,2020-08-15,162
75,76,2020-08-16,162
76,77,2020-08-17,164
77,78,2020-08-18,164
78,79,2020-08-19,164
79,80,2020-08-20,165
80,81,2020-08-21,165
81,82,2020-08-22,167
82,83,2020-08-23,167
83,84,2020-08-24,167
84,85,2020-08-25,168
85,86,2020-08-26,168
86,87,2020-08-27,169
87,88,2020-08-28,170
88,89,2020-08-29,171
89,90,2020-08-30,171
90,91,2020-08-31,171
91,92,2020-09-01,171
92,93,2020-09-02,172
93,94,2020-09-03,172
94,95,2020-09-04,172
95,96,2020-09-05,172
96,97,2020-09-06,174
97,98,2020-09-07,174
98,99,2020-09-08,174
99,100,2020-09-09,174
100,101,2020-09-10,174
101,102,2020-09-11,175
102,103,2020-09-12,177
103,104,2020-09-13,178
104,105,2020-09-14,179
105,106,2020-09-15,179
106,107,2020-09-16,180
107,108,2020-09-17,180
108,109,2020-09-18,180
109,110,2020-09-19,181
110,111,2020-09-20,182
111,112,2020-09-21,182
112,113,2020-09-22,183
113,114,2020-09-23,183
114,115,2020-09-24,185
115,116,2020-09-25,185
116,117,2020-09-26,187
117,118,2020-09-27,190
118,119,2020-09-28,190
119,120,2020-09-29,192
120,121,2020-09-30,192
121,122,2020-10-01,192
122,123,2020-10-02,194
123,124,2020-10-03,196
124,125,2020-10-04,199
125,126,2020-10-05,200
126,127,2020-10-06,201
127,128,2020-10-07,201
128,129,2020-10-08,202
129,130,2020-10-09,204
130,131,2020-10-10,208
131,132,2020-10-11,209
132,133,2020-10-12,210
133,134,2020-10-13,210
134,135,2020-10-14,212
135,136,2020-10-15,212
136,137,2020-10-16,214
137,138,2020-10-17,218
138,139,2020-10-18,220
139,140,2020-10-19,220
140,141,2020-10-20,220
141,142,2020-10-21,220
142,143,2020-10-22,221
143,144,2020-10-23,222
144,145,2020-10-24,224
145,146,2020-10-25,230
146,147,2020-10-26,230
147,148,2020-10-27,231
148,149,2020-10-28,233
149,150,2020-10-29,233
150,151,2020-10-30,239
151,152,2020-10-31,239
152,153,2020-11-01,241
153,154,2020-11-02,243
154,155,2020-11-03,243
155,156,2020-11-04,247
156,157,2020-11-05,250
157,158,2020-11-06,254
158,159,2020-11-07,259
159,160,2020-11-08,267
160,161,2020-11-09,267
161,162,2020-11-10,267
162,163,2020-11-11,273
163,164,2020-11-12,274
164,165,2020-11-13,277
165,166,2020-11-14,281
166,167,2020-11-15,284
167,168,2020-11-16,286
168,169,2020-11-17,291
169,170,2020-11-18,300
170,171,2020-11-19,305
171,172,2020-11-20,313
172,173,2020-11-21,316
173,174,2020-11-22,321
174,175,2020-11-23,338
175,176,2020-11-24,347
176,177,2020-11-25,355
177,178,2020-11-26,361
178,179,2020-11-27,368
179,180,2020-11-28,376
180,181,2020-11-29,386
181,182,2020-11-30,389
182,183,2020-12-01,389
183,184,2020-12-02,392
184,185,2020-12-03,402
185,186,2020-12-04,409
186,187,2020-12-05,414
187,188,2020-12-06,416
188,189,2020-12-07,417
189,190,2020-12-08,419
190,191,2020-12-09,422
191,192,2020-12-10,424
192,193,2020-12-11,429
193,194,2020-12-12,429
194,195,2020-12-13,438
195,196,2020-12-14,443
196,197,2020-12-15,443
197,198,2020-12-16,455
198,199,2020-12-17,462
199,200,2020-12-18,471
200,201,2020-12-19,477
201,202,2020-12-20,487
202,203,2020-12-21,492
203,204,2020-12-22,492
204,205,2020-12-23,498
205,206,2020-12-24,499
206,207,2020-12-25,506
207,208,2020-12-26,521
208,209,2020-12-27,527
209,210,2020-12-28,528
210,211,2020-12-29,528
211,212,2020-12-30,532
212,213,2020-12-31,535
213,214,2021-01-01,538
214,215,2021-01-02,539
215,216,2021-01-03,539
216,217,2021-01-04,539
217,218,2021-01-05,539
218,219,2021-01-06,546
219,220,2021-01-07,546
220,221,2021-01-08,549
221,222,2021-01-09,549
222,223,2021-01-10,549
223,224,2021-01-11,549
224,225,2021-01-12,556
225,226,2021-01-13,558
226,227,2021-01-14,561
227,228,2021-01-15,569
228,229,2021-01-16,578
229,230,2021-01-17,580
230,231,2021-01-18,581
231,232,2021-01-19,582
232,233,2021-01-20,586
233,234,2021-01-21,592
234,235,2021-01-22,594
235,236,2021-01-23,600
236,237,2021-01-24,603
237,238,2021-01-25,605
238,239,2021-01-26,605
239,240,2021-01-27,610
240,241,2021-01-28,615
241,242,2021-01-29,621
242,243,2021-01-30,623
243,244,2021-01-31,633
244,245,2021-02-01,633
245,246,2021-02-02,633
246,247,2021-02-03,638
247,248,2021-02-04,640
248,249,2021-02-05,646
249,250,2021-02-06,649
250,251,2021-02-07,655
251,252,2021-02-08,656
252,253,2021-02-09,659
253,254,2021-02-10,659
254,255,2021-02-11,661
255,256,2021-02-12,661
256,257,2021-02-13,664
257,258,2021-02-14,666
258,259,2021-02-15,668
259,260,2021-02-16,670
260,261,2021-02-17,671
261,262,2021-02-18,672
262,263,2021-02-19,675
263,264,2021-02-20,677
264,265,2021-02-21,679
265,266,2021-02-22,680
266,267,2021-02-23,683
